Titlu,Vizualizari,Data publicarii,Sursa,Referinte,Rezumat,,,,
"MAE: Diaspora, un exemplu de participare activă la vot pentru viitor",2585,"20 Octombrie 2024, 14:18",https://stiri.md/article/social/mae-diaspora-un-exemplu-de-participare-activa-la-vot-pentru-viitor,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Moldovenii din diasporă continuă să demonstreze un angajament remarcabil față de viitorul R. Moldova, arătând că distanțele mari sau timpul petrecut la cozi nu reprezintă un obstacol în calea dreptului lor de a vota.",,,,
Cum votează moldovenii din Padova: Avem rânduri formate de dimineață,1824,"20 Octombrie 2024, 14:14",https://stiri.md/article/politica/cum-voteaza-moldovenii-din-padova-avem-randuri-formate-de-dimineata,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Până la această oră, în orașul Padova din Italia au reușit să voteze peste 1.050 de moldoveni. Dintre aceștia, doar doi nu au luat buletinul pentru referendum. Declarațiile au fost făcute de președinta asociației de moldoveni din Padova, Lilia Tusa.",,,,
"Șalaru: La Chișinău e frig, dar în Siberia e și mai frig. Mergeți la vot",1747,"20 Octombrie 2024, 14:05",https://stiri.md/article/politica/salaru-la-chisinau-e-frig-dar-in-siberia-e-si-mai-frig-mergeti-la-vot,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Fostul ministru al Apărării al Republicii Moldova, Anatol Șalaru, a făcut un apel către moldoveni să participe la alegeri, subliniind importanța votului în contextul amenințărilor externe.",,,,
"1.143.000 de alegători au votat. Referendumul, la un pas de a fi validat",18712,"20 Octombrie 2024, 13:58",https://stiri.md/article/social/1-143-000-de-alegatori-au-votat-referendumul-la-un-pas-de-a-fi-validat,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Până la ora 16:00 au votat circa 1.143.000 de alegători, ceea ce reprezintă 39% din numărul total de votanți, informează președinta Comisiei Electorale Centrale, Angelica Caraman. Potrivit ei, de către IGP au fost înregistrate circa 74 de încălcări, printre care fotografierea buletinelor de vot, transportarea organizată a alegătorilor, dar și posibile acțiuni de corupere a cetățenilor.",,,,
"IGP: 75 cazuri de încălcări, înregistrate la secțiile de votare din țară",2305,"20 Octombrie 2024, 19:13",https://stiri.md/article/politica/igp-75-cazuri-de-incalcari-inregistrate-la-sectiile-de-votare-din-tara,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Inspectoratul General al Poliției Republicii Moldova prezintă informații înregistrate cu incidență electorală până la ora 15:30, 20 octombrie.",,,,
"Tinerii, despre prima experiență de vot: Am simțit că vocea mea contează",1006,"20 Octombrie 2024, 16:24",https://stiri.md/article/social/tinerii-despre-prima-experienta-de-vot-am-simtit-ca-vocea-mea-conteaza,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Prezidențiale 2020 – a fost pentru prima dată când am votat. Eram la Iași și îmi amintesc că am stat vreo trei ore într-un rând kilometric, pe ploaie și frig. Și totuși, așteptam să votez. Era o premieră pentru mine, îmi doream să îmi îndeplinesc responsabilitatea de cetățeană și voiam o schimbare.",,,,
O moldoveancă a parcurs 2.000 de kilometri pentru a vota prima dată,2408,"20 Octombrie 2024, 16:25",https://stiri.md/article/social/o-moldoveanca-a-parcurs-2-000-de-kilometri-pentru-a-vota-prima-data,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd",O tânără de 18 ani din Republica Moldova a parcurs 2.000 de kilometri pentru a vota la referendum și prezidențiale. Valeria Mihalachi a povestit despre aventura sa pe rețelele de socializare.,,,,
Alegeri 2024: În China și Japonia s-a încheiat procesul de vot,1575,"20 Octombrie 2024, 16:34",https://stiri.md/article/politica/alegeri-2024-in-china-si-japonia-s-a-incheiat-procesul-de-vot,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","În Japonia s-a încheiat deja procesul de votare. La ora 16:00 a Republicii Moldova, și în China s-a încheiat procesul de vot. Anunțul a fost făcut de Comisia Electorală Centrală (CEC).",,,,
"Doi tineri, primii alegători la secția de votare din Washington DC",711,"20 Octombrie 2024, 16:31",https://stiri.md/article/social/doi-tineri-primii-alegatori-la-sectia-de-votare-din-washington-dc,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Nichita Jalba și Dorina Midrigan sunt primii alegători la secția de votare nr. 210, deschisă în orașul Washington DC.",,,,
Moldovenii aflați la Galați au ales viitorul: Speră să fie mai bine,672,"20 Octombrie 2024, 16:53",https://stiri.md/article/social/moldovenii-aflati-la-galati-au-ales-viitorul-spera-sa-fie-mai-bine,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Și basarabenii stabiliți la Galați au mers la secțiile de votare, pentru a-și exprima opțiunea la prezidențiale și referendum. Cetățenii Republicii Moldova au relatat jurnaliștilor că speră un viitor mai bun.",,,,
"Zece mii de moldoveni, așteptați să-și exprime votul la Iași",800,"20 Octombrie 2024, 17:04",https://stiri.md/article/social/zece-mii-de-moldoveni-asteptati-sa-si-exprime-votul-la-iasi,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Aproximativ zece mii de cetățeni ai Republicii Moldova sunt așteptați să își exprime votul la cele două secții de votare deschise în Iași pentru alegerile prezidențiale și referendumul constituțional. De la primele ore ale dimineții, alegătorii s-au mobilizat pentru a decide viitorul țării.",,,,
Alegeri 2024: Moldovenii din Irlanda s-au prins într-o horă,1604,"20 Octombrie 2024, 17:08",https://stiri.md/article/social/alegeri-2024-moldovenii-din-irlanda-s-au-prins-intr-o-hora,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Cu muzică și voie bună, așa și-au exprimat dreptul la vot moldovenii din orașul Cork, Irlanda. Potrivit Ambasadei Republicii Moldova din Irlanda, în acest oraș secția de votare a fost deschisă în incinta primăriei, acolo unde conaționalii noștri au încins o horă.",,,,
"Toate procesele-verbale, procesate: Sandu și Stoianoglo, în turul II",46471,"20 Octombrie 2024, 16:53",https://stiri.md/article/politica/toate-procesele-verbale-procesate-sandu-si-stoianoglo-in-turul-ii,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd",Maia Sandu și Alexandr Stoianoglo se vor duela în turul II al alegerilor prezidențiale. Cel puțin așa arată datele cu numărul de voturi înregistrate după ce toate procesele-verbale au fost procesate.,,,,
Rezultate preliminare: Referendumul a trecut. Ce urmează,44194,"21 Octombrie 2024, 18:34",https://stiri.md/article/politica/rezultate-preliminare-referendumul-a-trecut-ce-urmeaza,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Comisia Electorală Centrală (CEC) prezintă astăzi, 21 octombrie, rezultatele preliminare oficiale cu privire la referendumul republican constituțional.",,,,
Eșecuri de securitate ar fi dus la tentativa de asasinare a lui Trump,843,"21 Octombrie 2024, 18:38",https://stiri.md/article/international/esecuri-de-securitate-ar-fi-dus-la-tentativa-de-asasinare-a-lui-trump,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Tentativă de asasinare a fostului președinte Donald Trump la un miting din Pennsylvania în luna iulie „putea fi prevenită și nu ar fi trebuit să aibă loc”, potrivit unui grup bipartizan din Camera Reprezentanților care investighează împușcăturile și ceea ce acesta numește „eșecurile uimitoare de securitate” de la eveniment.",,,,
Expert: Reformele și transformările fac integrarea în UE ireversibilă,1298,"21 Octombrie 2024, 18:00",https://stiri.md/article/politica/expert-reformele-si-transformarile-fac-integrarea-in-ue-ireversibila,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Alexei Tulbure, director al Institutului de Istorie Orală, consideră că ""reformele, transformările şi îmbunătăţirea nivelului de trai al oamenilor fac ireversibilă integrarea europeană a ţării, iar modificările în Constituţie nu fac acest proces ireversibil"".",,,,
Coreea de Sud cere retragerea trupelor nord-coreene trimise în Rusia,1960,"21 Octombrie 2024, 17:50",https://stiri.md/article/international/coreea-de-sud-cere-retragerea-trupelor-nord-coreene-trimise-in-rusia,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Coreea de Sud l-a convocat luni pe ambasadorul Rusiei la Seul pentru a cere retragerea „imediată” a trupelor trimise, potrivit Seulului, de Phenian pentru a sprijini Moscova în războiul său împotriva Ucrainei.",,,,
"Un an de la carnagiul de la Bahmut: Învinuitul, delegat în Procuratură",1994,"21 Octombrie 2024, 17:45",https://stiri.md/article/social/un-an-de-la-carnagiul-de-la-bahmut-invinuitul-delegat-in-procuratura,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Ieri, 20 octombrie, s-a împlinit un an de la tragedia de la Bahmut, acolo unde, în urma unui accident teribil, au murit patru persoane, toate membri ai aceleiași familii, inclusiv un copil.",,,,
Chișinău: 110 grădinițe din 130 au fost conectate la agentul termic,344,"21 Octombrie 2024, 17:40",https://stiri.md/article/social/chisinau-110-gradinite-din-130-au-fost-conectate-la-agentul-termic,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","La Chișinău sunt conectate la agentul termic 133 de grădinițe, nouă școli și licee și 11 instituții medicale. Cifrele au fost prezentate de șeful Direcției Generale Locativ-Comunală și Amenajare, Ion Budriumov, în cadrul ședinței operative a serviciilor municipale de astăzi, 21 octombrie.",,,,
Criză globală în Europa: Starea de sănătate a apelor nu este bună,395,"21 Octombrie 2024, 17:35",https://stiri.md/article/international/criza-globala-in-europa-starea-de-sanatate-a-apelor-nu-este-buna,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","O criză globală a apei ar putea afecta jumătate din producția globală de alimente în următorii 25 de ani, avertizează un raport realizat de The European Correspondent.",,,,
"Expert, despre referendum: Modificările în Constituție vor fi operate",4970,"21 Octombrie 2024, 17:30",https://stiri.md/article/politica/expert-despre-referendum-modificarile-in-constitutie-vor-fi-operate,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","„Rezultatele referendumului confirmă clar că modificările în Constituție vor fi operate”. Asta a declarat pentru Agora expertul constituțional Alexandru Tănase. Totuși, acesta spune că se aștepta la mai multe voturi „DA” și că „victoria la limită a fost surprinzătoare”.",,,,
"Activiștii PAS, acuzați de xenofobie. Partidul: Condamnăm aceste atacuri",3180,"21 Octombrie 2024, 17:25",https://stiri.md/article/politica/activistii-pas-acuzati-de-xenofobie-partidul-condamnam-aceste-atacuri,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Activiștii Partidului Acțiune și Solidaritate (PAS) au fost acuzați de xenofobie și instigare la ură față de candidatul la prezidențiale Alexandr Stoianoglo. Se întâmplă după ce câțiva simpatizanți PAS au declarat că acesta nu ar fi potrivit pentru funcția de președinte, din motiv că este originar din UTA Găgăuzia.",,,,
Alertă falsă cu bombă într-un centru comercial din Capitală,1131,"22 Octombrie 2024, 19:40",https://stiri.md/article/social/alerta-falsa-cu-bomba-intr-un-centru-comercial-din-capitala,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Mai multe imagini video cu persoane evacuate dintr-un centru comercial au apărut în spațiul public. Poliția a fost sesizată, astfel la fața locului s-au deplasat toate servicii specializate.",,,,
Procurorul general al Ucrainei a demisionat după o zarvă de proporţie,1942,"22 Octombrie 2024, 20:09",https://stiri.md/article/international/procurorul-general-al-ucrainei-a-demisionat-dupa-o-zarva-de-proportie,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Andrii Kostin, procurorul general al Ucrainei, şi-a dat demisia după un scandal de proporţii ce vizează modul în care s-au făcut recrutările în armata ucraineană, precum şi mobilizarea.",,,,
Discuțiile despre referendum s-au intensificat la TV înaintea votului,1000,"22 Octombrie 2024, 20:00",https://stiri.md/article/social/discutiile-despre-referendum-s-au-intensificat-la-tv-inaintea-votului,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","În ultima săptămână înaintea scrutinului din 20 octombrie, referendumul a fost mai frecvent subiect al materialelor electorale la TV decât anterior. Referendumul, ca exercițiu democratic, dar și integrarea europeană vizată de acesta, au fost discutate mai intens.",,,,
"Actorul Michael Newman, știut din serialul Baywatch, a murit la 68 ani",1099,"22 Octombrie 2024, 19:50",https://stiri.md/article/international/actorul-michael-newman-stiut-din-serialul-baywatch-a-murit-la-68-ani,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Micheal Newman, cunoscut din serialul ""Baywatch"", a murit la 68 de ani, în urma unor ""complicații cardiace”, duminică seara.",,,,
Poliţiştii au descoperit secretul celei mai vândute pizza din Dusseldorf,2140,"22 Octombrie 2024, 19:45",https://stiri.md/article/international/politistii-au-descoperit-secretul-celei-mai-vandute-pizza-din-dusseldorf,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Autoritățile germane au reuşit să destructureze o bandă de traficanți de droguri din Renania de Nord-Westfalia, care livra stupefiantele la domiciliul clienţilor, odată cu pizza, sub sloganul publicitar „Livrăm totul acasă la tine”.",,,,
"Un pieton, spulberat mortal de un automobil în timp ce traversa strada",2173,"22 Octombrie 2024, 19:30",https://stiri.md/article/social/un-pieton-spulberat-mortal-de-un-automobil-in-timp-ce-traversa-strada-neregulamentar,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Un accident rutier soldat cu moartea unei persoane s-a produs în dimineața zilei de astăzi, 22 octombrie, pe o stradă din Chișinău.",,,,
Alegeri turul II: Începe tipărirea buletinelor pentru cei din diasporă,884,"22 Octombrie 2024, 19:20",https://stiri.md/article/politica/alegeri-turul-ii-incepe-tiparirea-buletinelor-pentru-cei-din-diaspora,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Comisia Electorală Centrală anunță că astăzi, 23 octombrie, la ora 17:30, la Tipografia Centrală a început tipărirea buletinelor de vot pentru turul al doilea al alegerilor prezidențiale din 3 noiembrie 2024.",,,,
Pe cine va susține Ulianovschi în turul doi. Condițiile anunțate,6341,"23 Octombrie 2024, 18:40",https://stiri.md/article/social/pe-cine-va-sustine-ulianovschi-in-turul-doi-conditiile-anuntate,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Într-un mesaj pe rețelele de socializare, candidatul la prezidențiale, Tudor Ulianovschi, a anunțat că a primit invitații la discuții din partea echipelor ambilor concurenți electorali care se vor confrunta în turul doi al alegerilor. Astfel, Ulianovschia a anunțat că va discuta cu staff-ul Maiei Sandu și cu a lui Alexandr Stoianoglo pentru a decide pe cine să susține în acest scrutin.",,,,
România exportă în Moldova cantitatea de gaze necesară consumului zilnic,1473,"23 Octombrie 2024, 17:54",https://stiri.md/article/economic/romania-exporta-in-moldova-cantitatea-de-gaze-necesara-consumului-zilnic,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd",Toată cantitatea de gaze necesară pentru consumul zilnic în Republica Moldova vine din România.,,,,
UE va acorda 16 milioane de euro pentru jurnalism și educație media,570,"23 Octombrie 2024, 18:30",https://stiri.md/article/international/ue-va-acorda-16-milioane-de-euro-pentru-jurnalism-si-educatie-media,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Comisia a publicat miercuri trei cereri de propuneri, în cadrul programului „Europa creativă”, care vizează sprijinirea libertăţii şi a pluralismului mass-mediei, consolidarea rezilienţei mass-mediei şi contribuirea la îmbunătăţirea alfabetizării mediatice.",,,,
Agenția pentru Știință și Memorie Militară a găzduit o expoziție,367,"23 Octombrie 2024, 18:10",https://stiri.md/article/social/agentia-pentru-stiinta-si-memorie-militara-a-gazduit-o-expozitie,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Expoziția temporară „Instituții militare românești în Basarabia (1918-1944)” a fost vernisată astăzi, 23 octombrie, la Agenția pentru Știință și Memorie Militară.",,,,
"FIFA, acuzată că nu a plătit trei milioane de lire sterline jucătorilor",361,"23 Octombrie 2024, 18:15",https://stiri.md/article/international/fifa-acuzata-ca-nu-a-platit-trei-milioane-de-lire-sterline-jucatorilor,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd",FIFA a fost acuzată că nu a plătit partea finală a sumelor convenite jucătorilor din întreaga Europă ale căror contracte nu au fost onorate de cluburile lor.,,,,
Ce trebuie să facă cetățenii pentru a beneficia iarna de compensații,5941,"23 Octombrie 2024, 17:24",https://stiri.md/article/social/ce-trebuie-sa-faca-cetatenii-pentru-a-beneficia-iarna-de-compensatii,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Cetățenii R. Moldova care vor să beneficieze de compensații la plata energiei termice, electrice și a gazelor naturale în actualul sezon rece vor trebui să se înscrie în sistemul pus la dispoziție de autorități începând cu luna noiembrie curent.",,,,
"Un bărbat, omorât de doi amici de pahar. Un atacator, condamnat",701,"23 Octombrie 2024, 17:47",https://stiri.md/article/social/un-barbat-omorat-de-doi-amici-de-pahar-un-atacator-condamnat,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Un bărbat din Bălți a fost condamnat la 15 ani de închisoare, după ce împreună cu un prieten au ucis un amic de pahar. Sentința a fost pronunțată marți, 22 octombrie, de magistrații Judecătoriei Bălți.",,,,
Fraudarea kilometrajului: Cum să evitați mașinile cu un parcurs uriaș,1711,"23 Octombrie 2024, 17:36",https://stiri.md/article/auto/fraudarea-kilometrajului-cum-sa-evitati-masinile-cu-un-parcurs-urias,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Piața auto este plină de mașini care au kilometrajul dat înapoi, iar unii proprietari s-ar putea să nu știe că și odometrul vehiculelor proprii au fost cândva manipulate. Astfel de mașini cauzează probleme majore, se defectează frecvent și necesită costuri substanțiale de reparații.",,,,
Ce tactici ar putea folosi Sandu și Stoianoglo ca să atragă voturi,1375,"23 Octombrie 2024, 22:30",https://stiri.md/article/politica/ce-tactici-ar-putea-folosi-maia-sandu-si-alexandr-stoianoglo-ca-sa-atraga-voturi,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","În campania pentru al doilea tur al prezidențialelor, președinta în exercițiu Maia Sandu, candidată PAS, va încerca „să țină alert electoratul”, în timp ce contracandidatul său, Alexandr Stoianoglo, susținut de PSRM va avea mesaje neutre și „se va victimiza”, crede analistul Vadim Pistrinciuc.",,,,
S-a căsătorit cu un fanatic religios: O tânără face dezvăluiri șocante,7527,"23 Octombrie 2024, 21:00",https://stiri.md/article/social/s-a-casatorit-cu-un-fanatic-religios-o-tanara-face-dezvaluiri-socante,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","O tânără din Moldova povestește că s-a pomenit într-un iad la o lună după ce s-a căsătorit cu un bărbat ideal la prima vedere, dar care s-a dovedit a fi un fanatic religios. Anastasia dezvăluie ce interdicții îi impunea el, cum nu avea voie să se spele ca toți oamenii, să se îmbrace normal, cum i-a ars actele și cum o obliga să distribuie pliante cu informații ciudate despre numărul „666”.",,,,
